source_taxon_key,source_taxon_name,n_source_codes,source_keys,source_systems,community_layers,any_bien_range_available,any_candidate_bien_range_available,total_abundance,total_cwm_missing_weight
taxon:fraxinus_pennsylvanica,Fraxinus pennsylvanica,2,fia_spcd:544;p2veg:FRPE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,20148362.7080498,0
taxon:fraxinus_uhdei,Fraxinus uhdei,2,fia_spcd:7206;p2veg:FRUH,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1556.65125547394,0
taxon:fraxinus_velutina,Fraxinus velutina,2,fia_spcd:547;p2veg:FRVE2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,29545.9216367383,0
taxon:grevillea_robusta,Grevillea robusta,2,fia_spcd:7273;p2veg:GRRO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,2360.76768102545,674.68754
taxon:hedyotis_fosbergii,Hedyotis fosbergii,2,fia_spcd:7343;p2veg:HEFO5,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling,FALSE,FALSE,77.965282,74.965282
taxon:hedyotis_hillebrandii,Hedyotis hillebrandii,2,fia_spcd:7344;p2veg:HEHI8,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,1908.09775375542,599.722258
taxon:hedyotis_terminalis,Hedyotis terminalis,2,fia_spcd:7346;p2veg:HETE21,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling,FALSE,FALSE,1358.280377,824.618104
taxon:heliocarpus_popayanensis,Heliocarpus popayanensis,2,fia_spcd:7349;p2veg:HEPO4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,821.387474921709,0
taxon:hibiscus_tiliaceus,Hibiscus tiliaceus,2,fia_spcd:7412;p2veg:HITI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,4477.02646404293,1049.513954
taxon:ilex_anomala,Ilex anomala,2,fia_spcd:7453;p2veg:ILAN,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,14903.2847092056,9745.486701
taxon:ilex_aquifolium,Ilex aquifolium,2,fia_spcd:7454;p2veg:ILAQ80,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,7811.85819677533,0
taxon:ilex_opaca,Ilex opaca,2,fia_spcd:591;p2veg:ILOP,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,6743769.82323315,0
taxon:jacaranda_mimosifolia,Jacaranda mimosifolia,2,fia_spcd:7482;p2veg:JAMI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,96.1866043555136,0
taxon:juglans_californica,Juglans californica,2,fia_spcd:604;p2veg:JUCA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1570.13818304272,0
taxon:juglans_hindsii,Juglans hindsii,2,fia_spcd:603;p2veg:JUHI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1247.15719245323,0
taxon:juglans_major,Juglans major,2,fia_spcd:606;p2veg:JUMA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,10988.6586981043,0
taxon:juglans_microcarpa,Juglans microcarpa,2,fia_spcd:605;p2veg:JUMI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,5111.20158701128,0
taxon:juglans_nigra,Juglans nigra,2,fia_spcd:602;p2veg:JUNI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,893036.016213282,0
taxon:juniperus_californica,Juniperus californica,2,fia_spcd:62;p2veg:JUCA7,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,17718.5228071974,0
taxon:juniperus_coahuilensis,Juniperus coahuilensis,2,fia_spcd:59;p2veg:JUCO11,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,80007.9453534017,0
taxon:juniperus_deppeana,Juniperus deppeana,2,fia_spcd:63;p2veg:JUDE2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,219501.240778295,0
taxon:juniperus_monosperma,Juniperus monosperma,2,fia_spcd:69;p2veg:JUMO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,447142.421180026,0
taxon:juniperus_occidentalis,Juniperus occidentalis,2,fia_spcd:64;p2veg:JUOC,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,465918.325317792,0
taxon:juniperus_osteosperma,Juniperus osteosperma,2,fia_spcd:65;p2veg:JUOS,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1343789.95222809,0
taxon:juniperus_pinchotii,Juniperus pinchotii,2,fia_spcd:58;p2veg:JUPI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,276910.058969042,0
taxon:juniperus_scopulorum,Juniperus scopulorum,2,fia_spcd:66;p2veg:JUSC2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,722545.684479544,0
taxon:larix_laricina,Larix laricina,2,fia_spcd:71;p2veg:LALA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,3831337.41753308,0
taxon:larix_lyallii,Larix lyallii,2,fia_spcd:72;p2veg:LALY,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,71851.9326461443,0
taxon:larix_occidentalis,Larix occidentalis,2,fia_spcd:73;p2veg:LAOC,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1085942.31371808,0
taxon:leptospermum_scoparium,Leptospermum scoparium,2,fia_spcd:7561;p2veg:LESC2,fia_spcd;nrcs_plants_symbol,sapling;seedling;shrub,FALSE,FALSE,230.895846,74.965282
taxon:leucaena_leucocephala,Leucaena leucocephala,2,fia_spcd:7565;p2veg:LELE10,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,74522.9191496831,0
taxon:liquidambar_styraciflua,Liquidambar styraciflua,2,fia_spcd:611;p2veg:LIST2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,32156872.2777844,0
taxon:litchi_chinensis,Litchi chinensis,2,fia_spcd:7583;p2veg:LICH4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,79.995557374679,0
taxon:macadamia_integrifolia,Macadamia integrifolia,2,fia_spcd:7614;p2veg:MAIN8,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling,TRUE,FALSE,85.045929,0
taxon:macaranga_mappa,Macaranga mappa,2,fia_spcd:7621;p2veg:MAMA28,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling,FALSE,FALSE,1689.81893,824.618106
taxon:macaranga_tanarius,Macaranga tanarius,2,fia_spcd:7626;p2veg:MATA3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;tree,FALSE,FALSE,134.005493258067,0
taxon:malus_fusca,Malus fusca,2,fia_spcd:661;p2veg:MAFU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,TRUE,FALSE,52706.7039863308,0
taxon:malus_pumila,Malus pumila,2,fia_spcd:7651;p2veg:MAPU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,190.827677862613,0
taxon:mangifera_indica,Mangifera indica,2,fia_spcd:885;p2veg:MAIN3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1496.40654253034,0
taxon:melaleuca_quinquenervia,Melaleuca quinquenervia,2,fia_spcd:992;p2veg:MEQU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,116994.495623104,0
taxon:melia_azedarach,Melia azedarach,2,fia_spcd:993;p2veg:MEAZ,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,179191.134106435,0
taxon:melicope_clusiifolia,Melicope clusiifolia,2,fia_spcd:7724;p2veg:MECL,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,18655.5232306343,16717.257975
taxon:melicope_hawaiensis,Melicope hawaiensis,2,fia_spcd:7729;p2veg:MEHA4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling,FALSE,FALSE,452.791695,449.791695
taxon:melicope_ovata,Melicope ovata,2,fia_spcd:7742;p2veg:MEOV2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling,FALSE,FALSE,425.826411,224.895847
taxon:melicope_radiata,Melicope radiata,2,fia_spcd:7749;p2veg:MERA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,272.325591740827,149.930565
taxon:melochia_umbellata,Melochia umbellata,2,fia_spcd:7769;p2veg:MEUM3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,1529.97608512344,749.652822
taxon:metrosideros_polymorpha,Metrosideros polymorpha,2,fia_spcd:7783;p2veg:MEPO5,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,327078.305411252,169196.642437
taxon:michelia_champaca,Michelia champaca,2,fia_spcd:7801;p2veg:MICH4,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,TRUE,5.181607223824,0
taxon:miconia_calvescens,Miconia calvescens,2,fia_spcd:7805;p2veg:MICA20,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub,TRUE,FALSE,596.34847,0
taxon:morella_faya,Morella faya,2,fia_spcd:7846;p2veg:MOFA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,4352.99329670083,1274.409799
taxon:morinda_citrifolia,Morinda citrifolia,2,fia_spcd:7849;p2veg:MOCI3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,3007.67360129224,0
taxon:morus_alba,Morus alba,2,fia_spcd:681;p2veg:MOAL,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,139598.371484314,0
taxon:myoporum_sandwicense,Myoporum sandwicense,2,fia_spcd:7883;p2veg:MYSA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub;tree,FALSE,FALSE,1973.978176966,674.687539
taxon:myrsine_lanaiensis,Myrsine lanaiensis,2,fia_spcd:7921;p2veg:MYLA3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,FALSE,FALSE,22.0262273899048,0
taxon:myrsine_lessertiana,Myrsine lessertiana,2,fia_spcd:7922;p2veg:MYLE2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,13873.3766010718,10195.278398
taxon:myrsine_sandwicensis,Myrsine sandwicensis,2,fia_spcd:7926;p2veg:MYSA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,21356.3415858588,18516.424743
taxon:nestegis_sandwicensis,Nestegis sandwicensis,2,fia_spcd:7960;p2veg:NESA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,582.431245791313,74.965282
taxon:olneya_tesota,Olneya tesota,2,fia_spcd:990;p2veg:OLTE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;shrub;tree,TRUE,FALSE,496.677031007378,0
taxon:ostrya_virginiana,Ostrya virginiana,2,fia_spcd:701;p2veg:OSVI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,19279363.888869,0
taxon:pandanus_tectorius,Pandanus tectorius,2,fia_spcd:8085;p2veg:PATE2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1414.09296082372,0
taxon:perrottetia_sandwicensis,Perrottetia sandwicensis,2,fia_spcd:8131;p2veg:PESA3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,6554.81579747544,5022.673921
taxon:persea_americana,Persea americana,2,fia_spcd:7211;p2veg:PEAM3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,444.239988758837,0
taxon:picea_breweriana,Picea breweriana,2,fia_spcd:92;p2veg:PIBR,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,3255.63270368435,0
taxon:picea_engelmannii,Picea engelmannii,2,fia_spcd:93;p2veg:PIEN,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,4118040.6888398,0
taxon:picea_glauca,Picea glauca,2,fia_spcd:94;p2veg:PIGL,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,3480249.24006849,0
taxon:picea_mariana,Picea mariana,2,fia_spcd:95;p2veg:PIMA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,18350520.8830013,0
taxon:picea_pungens,Picea pungens,2,fia_spcd:96;p2veg:PIPU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,113469.132958459,0
taxon:picea_sitchensis,Picea sitchensis,2,fia_spcd:98;p2veg:PISI,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1662675.86067762,0
taxon:pinus_albicaulis,Pinus albicaulis,2,fia_spcd:101;p2veg:PIAL,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1293304.19793844,0
taxon:pinus_aristata,Pinus aristata,2,fia_spcd:102;p2veg:PIAR,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,35170.7350314975,0
taxon:pinus_arizonica,Pinus arizonica,2,fia_spcd:135;p2veg:PIAR5,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,713.350511787254,0
taxon:pinus_attenuata,Pinus attenuata,2,fia_spcd:103;p2veg:PIAT,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,184984.120464242,0
taxon:pinus_balfouriana,Pinus balfouriana,2,fia_spcd:104;p2veg:PIBA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;seedling;tree,TRUE,FALSE,7658.66123833326,0
taxon:pinus_caribaea,Pinus caribaea,2,fia_spcd:8183;p2veg:PICA18,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,TRUE,FALSE,21.4052271489395,0
taxon:pinus_cembroides,Pinus cembroides,2,fia_spcd:140;p2veg:PICE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,24469.9838001996,0
taxon:pinus_contorta,Pinus contorta,2,fia_spcd:108;p2veg:PICO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,12620374.6679948,0
taxon:pinus_coulteri,Pinus coulteri,2,fia_spcd:109;p2veg:PICO3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,4332.97689168941,0
taxon:pinus_discolor,Pinus discolor,2,fia_spcd:134;p2veg:PIDI3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,31155.435011088,16267.466258
taxon:pinus_edulis,Pinus edulis,2,fia_spcd:106;p2veg:PIED,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,2054479.13026651,0
taxon:pinus_flexilis,Pinus flexilis,2,fia_spcd:113;p2veg:PIFL2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,362301.44138205,0
taxon:pinus_jeffreyi,Pinus jeffreyi,2,fia_spcd:116;p2veg:PIJE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,213743.816359109,0
taxon:pinus_lambertiana,Pinus lambertiana,2,fia_spcd:117;p2veg:PILA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,306046.575993349,0
taxon:pinus_leiophylla,Pinus leiophylla,2,fia_spcd:118;p2veg:PILE,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1790.34823452403,0
taxon:pinus_longaeva,Pinus longaeva,2,fia_spcd:142;p2veg:PILO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,6872.50702086862,0
taxon:pinus_monophylla,Pinus monophylla,2,fia_spcd:133;p2veg:PIMO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1114266.04275265,0
taxon:pinus_monticola,Pinus monticola,2,fia_spcd:119;p2veg:PIMO3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,489510.700425108,0
taxon:pinus_muricata,Pinus muricata,2,fia_spcd:120;p2veg:PIMU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,2130.77253772426,0
taxon:pinus_patula,Pinus patula,2,fia_spcd:8187;p2veg:PIPA13,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,TRUE,FALSE,129.112214101534,0
taxon:pinus_pinaster,Pinus pinaster,2,fia_spcd:8188;p2veg:PIPI6,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;tree,TRUE,FALSE,328.531707406196,0
taxon:pinus_ponderosa,Pinus ponderosa,2,fia_spcd:122;p2veg:PIPO,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,6425917.49887462,0
taxon:pinus_radiata,Pinus radiata,2,fia_spcd:124;p2veg:PIRA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,1092.18640738483,0
taxon:pinus_sabiniana,Pinus sabiniana,2,fia_spcd:127;p2veg:PISA2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,40403.9567584524,0
taxon:pinus_strobiformis,Pinus strobiformis,2,fia_spcd:114;p2veg:PIST3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,23136.8311646608,0
taxon:pinus_sylvestris,Pinus sylvestris,2,fia_spcd:130;p2veg:PISY,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,188645.871817966,0
taxon:pinus_taeda,Pinus taeda,2,fia_spcd:131;p2veg:PITA,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,36555330.5134779,0
taxon:pipturus_albidus,Pipturus albidus,2,fia_spcd:8205;p2veg:PIAL2,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;shrub,FALSE,FALSE,398.861129,224.895847
taxon:pisonia_brunoniana,Pisonia brunoniana,2,fia_spcd:8212;p2veg:PIBR3,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,FALSE,FALSE,858.90507978135,449.791695
taxon:pithecellobium_dulce,Pithecellobium dulce,2,fia_spcd:8220;p2veg:PIDU,fia_spcd;nrcs_plants_symbol,p2veg_tree_layer;sapling;seedling;tree,TRUE,FALSE,3446.43639611834,0
